order_id,customer_id,order_date,order_status,total_amount
8763,7430,2023-10-28,Pending,481.71
8764,2203,2023-06-28,Completed,632.86
8765,8782,2023-02-03,Pending,556.34
8766,3975,2023-05-28,Pending,804.28
8767,4550,2023-01-17,Pending,79.05
8768,308,2023-09-27,Cancelled,599.07
8769,9018,2023-11-05,Cancelled,840.69
8770,4251,2023-05-29,Pending,420.56
8771,1242,2023-01-10,Cancelled,907.99
8772,9847,2023-01-30,Pending,649.21
8773,9419,2023-02-23,Completed,527.6
8774,5059,2023-10-04,Completed,269.22
8775,5760,2023-03-24,Cancelled,558.2
8776,4774,2023-04-23,Pending,106.95
8777,7895,2023-04-01,Pending,618.13
8778,4104,2023-12-07,Pending,694.57
8779,6218,2023-06-25,Pending,444.08
8780,2957,2023-11-28,Completed,901.41
8781,2474,2023-03-08,Pending,352.5
8782,2801,2023-06-27,Completed,674.79
8783,8822,2023-07-27,Completed,895.16
8784,7621,2023-03-24,Pending,579.57
8785,1956,2023-08-03,Cancelled,927.89
8786,9360,2023-07-06,Completed,513.32
8787,1436,2023-08-27,Cancelled,436.08
8788,713,2023-10-18,Completed,778.81
8789,8083,2023-05-30,Completed,671.62
8790,158,2023-10-28,Completed,795.27
8791,9186,2023-07-23,Completed,878.07
8792,9880,2023-10-12,Cancelled,245.62
8793,8623,2023-06-28,Cancelled,935.93
8794,113,2023-05-30,Pending,350.7
8795,9400,2023-08-18,Completed,487.61
8796,7459,2023-08-13,Cancelled,537.76
8797,4047,2023-12-03,Pending,928.76
8798,7804,2023-06-12,Completed,121.29
8799,3393,2023-02-14,Pending,91.48
8800,6637,2023-10-05,Completed,771.81
8801,9770,2023-10-31,Completed,424.7
8802,8477,2023-07-13,Cancelled,331.15
8803,8625,2023-02-04,Pending,229.99
8804,2567,2023-07-15,Cancelled,198.9
8805,2486,2023-09-22,Completed,299.86
8806,9505,2023-12-07,Pending,446.46
8807,9395,2023-08-10,Completed,174.04
8808,3789,2023-10-04,Completed,572.28
8809,2771,2023-05-09,Completed,170.57
8810,3453,2023-01-04,Pending,709.29
8811,3107,2023-07-01,Pending,76.14
8812,4360,2024-01-01,Cancelled,962.9
8813,9659,2023-07-21,Completed,952.53
8814,7568,2023-04-02,Pending,270.9
8815,1947,2023-10-01,Cancelled,871.21
8816,1301,2023-01-09,Completed,462.16
8817,8510,2023-05-29,Pending,162.77
8818,7749,2023-04-04,Completed,413.24
8819,462,2023-12-18,Cancelled,34.33
8820,6571,2023-01-28,Completed,464.51
8821,8867,2023-10-26,Cancelled,243.17
8822,1708,2023-12-18,Completed,871.17
8823,470,2023-02-22,Completed,381.4
8824,9054,2023-02-20,Completed,862.76
8825,8204,2023-08-28,Pending,936.24
8826,1023,2023-09-09,Pending,983.32
8827,3332,2023-10-03,Completed,672.36
8828,5181,2023-01-15,Pending,923.4
8829,2957,2023-04-20,Pending,557.34
8830,8986,2023-08-25,Completed,351.48
8831,3606,2023-07-29,Pending,341.01
8832,2340,2023-05-20,Pending,744.61
8833,4591,2023-07-13,Cancelled,842.15
8834,991,2023-06-18,Pending,423.81
8835,8536,2023-07-26,Cancelled,814.32
8836,3032,2023-02-19,Cancelled,281.57
8837,862,2023-06-05,Completed,560.55
8838,6606,2023-06-20,Pending,800.97
8839,5614,2023-08-17,Completed,242.89
8840,7607,2023-05-16,Pending,28.58
8841,8365,2023-12-04,Completed,749.0
8842,2459,2023-10-20,Cancelled,127.6
8843,6390,2023-12-20,Completed,948.93
8844,7334,2023-08-16,Pending,382.46
8845,5942,2023-01-23,Pending,166.85
8846,9632,2023-11-07,Completed,203.86
8847,2605,2023-12-10,Completed,387.36
8848,8850,2023-12-16,Pending,269.44
8849,9560,2023-12-30,Pending,719.83
8850,9864,2023-03-29,Completed,63.6
8851,8403,2023-02-12,Cancelled,776.43
8852,5869,2023-08-08,Completed,367.24
8853,260,2023-11-28,Completed,656.98
8854,7476,2023-06-06,Pending,777.84
8855,3716,2023-05-09,Pending,912.4
8856,7552,2023-12-31,Pending,913.47
8857,753,2023-11-14,Completed,850.29
8858,7358,2023-09-28,Cancelled,253.09
8859,6106,2023-07-09,Pending,74.88
8860,6961,2023-08-17,Cancelled,601.55
8861,2709,2023-12-19,Cancelled,51.54
8862,7159,2023-08-16,Completed,428.47
8863,899,2023-11-21,Cancelled,870.35
8864,2672,2023-09-11,Pending,995.17
8865,5262,2023-04-30,Cancelled,70.44
8866,2298,2023-09-22,Cancelled,551.23
8867,9703,2023-04-21,Completed,747.33
8868,8239,2023-06-20,Completed,635.43
8869,610,2023-04-15,Pending,77.73
8870,3290,2023-02-22,Pending,928.06
8871,6592,2023-11-16,Completed,848.54
8872,9800,2023-01-02,Pending,506.83
8873,8939,2023-06-14,Completed,462.45
8874,4706,2023-04-10,Completed,174.51
8875,5216,2023-05-16,Cancelled,927.29
8876,9433,2023-10-08,Pending,214.21
8877,5620,2023-10-18,Pending,477.88
8878,5899,2023-01-20,Cancelled,665.07
8879,4336,2023-06-23,Cancelled,173.73
8880,797,2023-01-01,Cancelled,488.15
8881,2171,2023-08-09,Cancelled,683.75
8882,4852,2023-01-02,Pending,899.14
8883,325,2023-07-24,Pending,191.05
8884,1734,2023-08-08,Pending,925.27
8885,2497,2023-11-19,Pending,415.76
8886,6920,2023-02-07,Cancelled,53.66
8887,124,2023-05-02,Pending,974.87
8888,5982,2023-06-20,Completed,237.47
8889,7505,2023-10-01,Completed,661.08
8890,6310,2023-09-02,Completed,649.83
8891,8723,2023-03-10,Pending,194.01
8892,2864,2023-08-10,Cancelled,493.0
8893,4130,2023-01-20,Cancelled,378.64
8894,5980,2023-05-04,Pending,641.28
8895,3856,2023-11-23,Completed,474.22
8896,3804,2023-07-01,Pending,517.96
8897,8255,2023-10-06,Cancelled,629.96
8898,4550,2023-11-03,Pending,210.18
8899,7274,2023-10-22,Pending,348.73
8900,3307,2023-06-20,Cancelled,587.67
8901,9603,2023-12-11,Pending,69.76
8902,7832,2023-05-22,Pending,140.54
8903,2898,2023-05-28,Pending,901.48
8904,8543,2023-07-27,Cancelled,208.39
8905,2719,2023-06-08,Completed,927.9
8906,2692,2023-04-07,Cancelled,446.25
8907,5600,2023-09-03,Cancelled,670.3
8908,2776,2023-09-27,Completed,47.51
8909,8339,2023-02-13,Completed,166.12
8910,544,2023-05-01,Cancelled,961.77
8911,8044,2023-05-03,Completed,371.98
8912,8450,2023-08-11,Cancelled,979.54
8913,5688,2023-01-05,Completed,332.32
8914,5971,2023-02-14,Cancelled,178.11
8915,1395,2023-11-06,Pending,640.19
8916,5069,2023-12-09,Cancelled,931.08
8917,6971,2023-01-02,Completed,759.28
8918,3500,2023-09-13,Cancelled,914.67
8919,5413,2023-04-17,Completed,387.95
8920,837,2023-09-17,Completed,645.14
8921,1357,2023-02-06,Completed,500.85
8922,8173,2023-11-16,Completed,571.63
8923,5832,2023-07-06,Completed,186.58
8924,2730,2023-01-13,Completed,185.79
8925,9431,2023-07-08,Pending,800.48
8926,5462,2023-05-18,Cancelled,866.81
8927,9775,2023-01-13,Completed,327.42
8928,193,2023-01-18,Cancelled,864.46
8929,4837,2023-02-15,Cancelled,743.28
8930,5507,2023-05-21,Cancelled,771.22
8931,4687,2023-08-14,Completed,95.2
8932,3659,2023-10-29,Completed,283.2
8933,9190,2023-09-17,Cancelled,214.33
8934,4366,2023-11-02,Cancelled,842.26
8935,7854,2023-07-17,Cancelled,260.16
8936,6985,2023-09-17,Cancelled,96.74
8937,7397,2023-03-19,Pending,662.09
8938,1171,2023-06-19,Pending,354.02
8939,9347,2023-06-06,Cancelled,134.88
8940,8343,2023-02-20,Pending,758.95
8941,5704,2023-02-07,Completed,973.35
8942,6944,2023-04-28,Pending,43.22
8943,9707,2023-03-13,Cancelled,144.72
8944,8229,2023-09-18,Cancelled,242.37
8945,8984,2023-01-26,Cancelled,727.08
8946,3682,2023-11-11,Completed,938.77
8947,7438,2023-12-24,Pending,187.87
8948,6167,2023-01-04,Pending,819.23
8949,9218,2023-09-18,Completed,481.48
8950,3744,2023-05-12,Pending,134.12
8951,2129,2023-03-17,Cancelled,628.28
8952,4854,2023-11-15,Cancelled,184.24
8953,1704,2023-04-24,Pending,576.57
8954,5070,2023-04-13,Pending,976.76
8955,7372,2023-01-21,Pending,822.15
8956,2785,2023-01-22,Cancelled,591.0
8957,7274,2023-10-18,Completed,328.44
8958,1164,2023-03-15,Cancelled,338.48
8959,6013,2023-07-04,Completed,887.51
8960,4250,2023-12-19,Completed,758.96
8961,7856,2023-10-15,Pending,240.29
8962,9864,2023-08-15,Cancelled,249.51
8963,6519,2023-06-10,Pending,560.87
8964,4643,2023-11-20,Completed,466.47
8965,6027,2023-07-28,Completed,405.92
8966,1133,2023-02-20,Completed,898.15
8967,5779,2023-04-10,Cancelled,663.92
8968,3352,2023-02-21,Pending,210.63
8969,6120,2023-12-09,Pending,811.82
8970,1432,2023-09-30,Completed,579.97
8971,6999,2023-08-12,Cancelled,428.94
8972,3388,2023-01-07,Cancelled,46.79
8973,1998,2023-04-28,Completed,535.91
8974,8638,2023-03-22,Pending,472.31
8975,6699,2023-01-21,Cancelled,699.52
8976,3360,2023-08-19,Pending,909.74
8977,9097,2023-11-10,Cancelled,294.1
8978,2910,2023-01-28,Cancelled,255.46
8979,2027,2023-09-14,Completed,675.82
8980,350,2023-10-03,Cancelled,861.34
8981,4142,2023-07-21,Pending,730.93
8982,3291,2023-05-24,Pending,271.57
8983,6787,2023-01-27,Cancelled,848.71
8984,8269,2023-10-24,Cancelled,122.58
8985,9910,2023-05-31,Pending,716.87
8986,7487,2023-04-02,Pending,544.67
8987,9610,2023-05-21,Cancelled,721.36
8988,7974,2023-10-02,Completed,83.8
8989,6550,2023-10-23,Completed,833.78
8990,4136,2023-01-19,Cancelled,932.07
8991,4233,2023-05-25,Pending,342.2
8992,8939,2023-06-22,Cancelled,615.67
8993,2256,2023-03-23,Cancelled,840.68
8994,9070,2023-06-28,Cancelled,975.29
8995,5195,2023-12-27,Cancelled,994.48
8996,4598,2023-01-18,Pending,650.87
8997,5609,2023-07-23,Cancelled,317.86
8998,1608,2023-06-14,Completed,175.09
8999,8673,2023-08-21,Pending,260.45
9000,8331,2023-08-06,Pending,386.59
9001,6580,2023-09-10,Cancelled,375.83
9002,6387,2023-06-16,Cancelled,735.69
9003,585,2023-05-11,Pending,450.12
9004,1892,2023-04-23,Pending,903.3
9005,6276,2023-09-27,Completed,481.95
9006,72,2023-06-09,Pending,489.94
9007,7498,2023-10-21,Pending,319.31
9008,1240,2023-06-17,Pending,357.23
9009,5759,2023-05-18,Pending,516.36
9010,6509,2023-05-10,Pending,551.85
9011,6079,2023-02-20,Completed,292.57
9012,400,2023-05-25,Pending,516.09
9013,9592,2023-03-31,Cancelled,125.68
9014,6552,2023-04-26,Completed,498.6
9015,430,2023-04-20,Completed,644.15
9016,3324,2023-07-21,Pending,217.96
9017,3464,2023-09-21,Pending,825.12
9018,2778,2023-05-23,Cancelled,850.63
9019,585,2023-05-24,Pending,507.11
9020,9452,2023-03-08,Pending,752.12
9021,1619,2023-07-13,Cancelled,118.99
9022,2875,2023-09-12,Completed,305.77
9023,928,2023-07-12,Cancelled,820.51
9024,9192,2023-06-21,Completed,60.26
9025,5359,2023-05-02,Cancelled,554.82
9026,7397,2023-08-18,Pending,753.21
9027,5752,2023-04-28,Cancelled,557.59
9028,5869,2023-09-04,Pending,788.4
9029,6447,2023-05-24,Cancelled,510.71
9030,8158,2023-02-12,Cancelled,591.24
9031,896,2023-05-31,Completed,551.11
9032,6475,2023-05-02,Cancelled,309.75
9033,8800,2023-12-05,Completed,631.28
9034,8909,2023-12-14,Pending,613.16
9035,7207,2023-01-13,Pending,657.91
9036,9592,2023-06-12,Pending,929.85
9037,7886,2023-11-16,Pending,66.68
9038,9655,2023-01-09,Cancelled,288.42
9039,8637,2023-07-02,Pending,423.55
9040,2638,2023-02-13,Completed,808.54
9041,9836,2023-09-15,Pending,176.54
9042,5312,2023-06-19,Pending,484.57
9043,3133,2023-10-15,Cancelled,248.05
9044,3088,2023-03-19,Completed,256.38
9045,2096,2023-09-05,Pending,651.72
9046,3214,2023-03-18,Completed,366.5
9047,7688,2023-08-26,Cancelled,610.71
9048,9117,2023-01-12,Completed,902.95
9049,153,2023-01-09,Pending,728.08
9050,7102,2023-07-09,Cancelled,236.17
9051,7908,2023-12-07,Completed,999.91
9052,3124,2023-11-27,Completed,417.45
9053,9157,2023-09-29,Pending,634.35
9054,8166,2023-11-25,Cancelled,425.07
9055,6528,2023-08-31,Pending,373.85
9056,2735,2023-10-30,Completed,701.55
9057,5482,2023-08-18,Pending,407.39
9058,3785,2023-12-25,Pending,131.94
9059,8824,2023-04-06,Pending,208.44
9060,4306,2023-09-26,Cancelled,501.23
9061,2251,2023-02-05,Completed,980.83
9062,9992,2023-07-21,Completed,554.43
9063,8326,2023-10-15,Completed,417.24
9064,4784,2023-08-06,Pending,992.36
9065,3099,2023-11-18,Completed,301.57
9066,9047,2023-09-29,Completed,983.43
9067,4588,2023-12-31,Completed,455.95
9068,656,2023-09-28,Cancelled,705.18
9069,5076,2023-05-28,Cancelled,873.37
9070,1945,2023-07-25,Cancelled,812.89
9071,3814,2023-06-15,Completed,311.81
9072,1370,2023-08-10,Completed,215.73
9073,1990,2023-08-10,Pending,548.0
9074,6720,2023-02-06,Pending,350.95
9075,9698,2023-05-04,Pending,132.62
9076,8046,2023-08-12,Completed,657.54
9077,8816,2023-09-23,Completed,932.83
9078,7260,2023-08-21,Completed,501.31
9079,3287,2023-10-09,Cancelled,943.11
9080,1931,2023-02-15,Completed,597.42
9081,7327,2023-09-30,Completed,550.57
9082,3038,2023-01-03,Pending,952.17
9083,8675,2023-12-08,Cancelled,263.49
9084,8233,2023-07-24,Cancelled,524.32
9085,6097,2023-01-27,Completed,924.94
9086,1581,2023-08-08,Pending,717.78
9087,2329,2023-05-29,Pending,112.08
9088,4649,2023-09-03,Completed,70.77
9089,6751,2023-05-01,Completed,896.45
9090,9681,2023-11-24,Completed,731.4
9091,6487,2023-10-29,Completed,746.71
9092,9375,2023-06-07,Pending,667.27
9093,2351,2023-02-08,Pending,927.54
9094,2701,2023-12-01,Cancelled,624.88
9095,935,2023-02-17,Pending,302.76
9096,6680,2023-09-12,Completed,579.99
9097,6369,2023-10-04,Cancelled,343.17
9098,7830,2023-07-14,Completed,332.45
9099,4023,2023-10-27,Completed,234.04
9100,2332,2023-12-15,Cancelled,597.78
9101,5190,2023-07-26,Completed,411.68
9102,5502,2023-12-14,Cancelled,953.44
9103,7656,2023-06-15,Cancelled,437.52
9104,3098,2023-07-11,Pending,328.74
9105,5509,2023-10-05,Cancelled,706.99
9106,6701,2023-07-31,Pending,772.25
9107,7284,2023-11-24,Completed,352.65
9108,3343,2024-01-01,Completed,538.35
9109,3594,2023-10-29,Pending,116.76
9110,1243,2023-07-12,Cancelled,612.83
9111,270,2023-08-23,Pending,332.86
9112,1817,2023-12-08,Cancelled,657.31
9113,1756,2023-12-28,Pending,743.29
9114,1348,2023-10-18,Pending,976.45
9115,4685,2023-01-27,Pending,607.31
9116,45,2023-08-11,Completed,835.27
9117,4648,2023-11-23,Completed,59.76
9118,2380,2023-12-29,Pending,299.14
9119,8184,2023-07-05,Cancelled,734.31
9120,5361,2023-10-29,Cancelled,420.39
9121,5928,2023-01-24,Cancelled,228.63
9122,8794,2023-05-31,Completed,963.0
9123,3576,2023-08-27,Completed,48.74
9124,8020,2023-10-19,Cancelled,822.82
9125,1638,2023-12-29,Pending,751.35
9126,3067,2023-11-13,Cancelled,523.03
9127,786,2023-08-19,Completed,780.1
9128,5996,2023-08-11,Completed,526.23
9129,807,2023-01-19,Cancelled,315.55
9130,7754,2023-05-15,Cancelled,941.15
9131,66,2023-05-23,Completed,649.15
9132,9988,2023-01-01,Cancelled,390.25
9133,3858,2023-09-09,Completed,71.38
9134,4653,2023-01-13,Completed,708.5
9135,2698,2023-01-21,Cancelled,561.92
9136,8390,2023-06-18,Cancelled,120.3
9137,4803,2023-01-15,Completed,91.54
9138,9601,2023-09-23,Pending,409.04
9139,3222,2023-11-05,Completed,842.01
9140,3279,2023-04-29,Cancelled,44.31
9141,3499,2023-01-23,Completed,731.71
9142,6964,2023-03-19,Cancelled,221.47
9143,9958,2023-04-06,Cancelled,521.31
9144,9232,2023-05-19,Pending,477.29
9145,7287,2023-02-05,Pending,335.93
9146,252,2023-02-27,Completed,136.6
9147,2992,2023-11-09,Completed,415.99
9148,8616,2024-01-01,Cancelled,723.1
9149,441,2023-05-10,Pending,603.27
9150,7952,2023-06-18,Pending,696.37
9151,4715,2023-09-09,Pending,79.03
9152,7573,2023-07-02,Completed,705.32
9153,6749,2023-12-08,Completed,322.31
9154,5594,2023-05-12,Completed,107.14
9155,8351,2023-04-14,Pending,150.5
9156,9415,2023-11-30,Cancelled,581.06
9157,4292,2023-12-03,Completed,401.5
9158,9259,2023-12-16,Pending,813.83
9159,1465,2023-07-24,Completed,694.46
9160,950,2023-02-20,Completed,750.31
9161,5892,2023-04-20,Pending,805.24
9162,6110,2023-03-12,Completed,797.13
9163,333,2023-11-01,Pending,705.6
9164,1180,2023-08-24,Cancelled,478.71
9165,7859,2023-12-28,Completed,101.22
9166,5889,2023-06-25,Cancelled,428.42
9167,185,2023-06-02,Cancelled,453.83
9168,760,2023-02-05,Pending,839.87
9169,754,2023-12-02,Pending,25.9
9170,5382,2023-11-17,Completed,630.76
9171,4828,2023-05-28,Pending,337.94
9172,2037,2023-02-04,Completed,125.64
9173,8657,2023-04-08,Completed,664.38
9174,7996,2023-11-15,Pending,565.1
9175,7282,2023-12-08,Cancelled,666.99
9176,920,2023-07-23,Cancelled,859.92
9177,4559,2023-05-22,Pending,626.11
9178,9306,2023-11-23,Pending,704.34
9179,9842,2023-07-20,Completed,991.49
9180,2292,2023-11-19,Pending,751.16
9181,3673,2023-05-18,Completed,745.46
9182,478,2023-10-20,Pending,283.78
9183,2554,2023-11-18,Pending,783.71
9184,876,2023-08-21,Cancelled,352.33
9185,1264,2023-11-04,Completed,708.49
9186,7576,2023-05-12,Pending,739.94
9187,5014,2023-11-21,Cancelled,524.99
9188,860,2023-03-10,Pending,517.54
9189,8152,2023-02-20,Completed,64.51
9190,4947,2023-09-15,Pending,706.91
9191,5764,2023-01-24,Cancelled,889.51
9192,8889,2023-08-30,Pending,768.86
9193,9070,2023-04-10,Cancelled,386.38
9194,8854,2023-07-31,Completed,92.15
9195,2709,2023-07-07,Cancelled,352.25
9196,1379,2023-08-14,Pending,218.21
9197,7501,2023-08-07,Cancelled,641.0
9198,872,2023-03-28,Completed,742.69
9199,1244,2023-11-30,Completed,623.27
9200,53,2023-08-11,Cancelled,275.91
9201,58,2023-09-23,Cancelled,968.27
9202,2227,2023-04-10,Pending,139.84
9203,8508,2023-07-30,Cancelled,739.28
9204,6429,2023-02-25,Pending,741.24
9205,4692,2023-05-19,Cancelled,630.11
9206,1426,2023-10-19,Pending,276.04
9207,6811,2023-03-25,Pending,798.59
9208,5969,2023-03-27,Completed,679.53
9209,6801,2023-09-06,Completed,409.63
9210,6402,2023-08-11,Completed,925.41
9211,7857,2023-10-14,Pending,53.9
9212,248,2023-09-05,Cancelled,408.38
9213,2449,2023-06-21,Cancelled,789.6
9214,4107,2023-01-14,Pending,236.53
9215,8507,2023-10-28,Pending,702.8
9216,2788,2023-07-23,Completed,956.87
9217,2353,2023-02-23,Pending,28.63
9218,5264,2023-07-11,Pending,425.51
9219,327,2023-08-23,Pending,293.09
9220,8714,2023-04-26,Pending,513.31
9221,1788,2023-06-13,Completed,716.71
9222,4563,2023-05-31,Cancelled,425.87
9223,2181,2023-05-09,Pending,976.91
9224,2006,2023-10-18,Cancelled,170.51
9225,8835,2023-11-05,Pending,797.85
9226,2133,2023-12-02,Cancelled,600.49
9227,4275,2023-11-18,Cancelled,764.6
9228,115,2023-12-17,Pending,714.75
9229,1396,2023-10-25,Completed,148.64
9230,246,2023-11-24,Pending,861.3
9231,8886,2023-08-04,Cancelled,43.85
9232,1307,2023-12-21,Pending,585.21
9233,2585,2023-05-30,Cancelled,251.26
9234,7692,2023-02-28,Completed,316.34
9235,584,2023-12-02,Pending,81.7
9236,8696,2023-05-03,Completed,870.49
9237,3841,2023-07-31,Cancelled,95.88
9238,3981,2023-08-12,Pending,102.94
9239,331,2023-10-30,Cancelled,193.72
9240,6792,2023-02-03,Completed,628.48
9241,9639,2023-06-08,Pending,519.43
9242,2039,2023-08-30,Cancelled,990.72
9243,5717,2023-10-20,Pending,934.4
9244,4676,2023-12-03,Completed,250.13
9245,4090,2023-09-13,Cancelled,882.18
9246,965,2023-07-25,Completed,663.93
9247,6848,2023-01-17,Pending,792.7
9248,1570,2023-07-29,Completed,910.64
9249,2677,2023-05-07,Cancelled,516.42
9250,5097,2023-12-07,Completed,417.77
9251,5839,2023-08-01,Pending,304.01
9252,8890,2023-07-14,Cancelled,827.16
9253,3686,2023-09-10,Cancelled,760.74
9254,6975,2023-03-12,Cancelled,879.78
9255,8386,2023-02-28,Cancelled,94.27
9256,723,2023-12-16,Pending,274.83
9257,5732,2023-08-28,Pending,930.94
9258,3970,2023-07-28,Completed,640.92
9259,7381,2023-11-27,Pending,873.66
9260,2091,2023-09-09,Pending,149.25
9261,745,2023-08-01,Completed,784.01
9262,1467,2023-03-31,Pending,904.68
9263,4150,2023-02-14,Completed,776.26
9264,7245,2023-02-06,Pending,696.56
9265,5492,2023-06-21,Completed,825.81
9266,1924,2023-06-27,Completed,910.77
9267,7486,2023-10-07,Pending,517.11
9268,9007,2023-09-05,Cancelled,433.41
9269,57,2023-09-17,Pending,934.75
9270,682,2023-09-26,Cancelled,546.66
9271,1883,2023-04-24,Pending,140.25
9272,3340,2023-11-17,Cancelled,993.53
9273,6541,2023-03-20,Pending,621.65
9274,6739,2023-11-19,Pending,130.21
9275,5746,2023-07-10,Completed,674.74
9276,4562,2023-10-06,Cancelled,332.77
9277,744,2023-10-04,Completed,43.65
9278,5335,2023-12-22,Pending,719.85
9279,4960,2023-06-01,Cancelled,821.07
9280,4118,2023-06-24,Completed,276.07
9281,9352,2023-06-30,Completed,23.88
9282,6107,2023-06-06,Pending,144.17
9283,5747,2023-11-12,Cancelled,315.41
9284,4993,2023-08-25,Pending,501.68
9285,9463,2023-01-30,Completed,694.9
9286,9887,2023-03-08,Pending,896.07
9287,4439,2023-12-11,Cancelled,125.59
9288,8321,2023-09-18,Pending,819.86
9289,9098,2023-02-27,Cancelled,380.26
9290,4359,2023-08-18,Pending,449.67
9291,3237,2023-01-08,Completed,980.35
9292,8886,2023-01-19,Cancelled,329.0
9293,6447,2023-07-09,Completed,833.12
9294,9540,2023-08-16,Cancelled,27.55
9295,5991,2023-08-16,Cancelled,386.96
9296,3506,2023-06-18,Completed,816.24
9297,6378,2023-09-14,Pending,40.22
9298,1643,2023-03-20,Pending,856.22
9299,5167,2023-08-12,Pending,649.68
9300,5782,2023-10-27,Completed,526.5
9301,5292,2023-01-13,Cancelled,676.54
9302,8490,2023-01-19,Pending,907.53
9303,1121,2023-09-28,Completed,303.13
9304,3020,2023-03-21,Pending,256.03
9305,859,2023-10-20,Completed,264.0
9306,6589,2023-06-15,Cancelled,66.25
9307,7057,2023-04-30,Completed,599.48
9308,1938,2023-07-06,Pending,527.33
9309,8552,2023-07-15,Cancelled,607.76
9310,6723,2023-07-17,Cancelled,960.5
9311,9380,2023-08-18,Cancelled,161.34
9312,8253,2023-04-24,Completed,782.15
9313,8121,2023-10-27,Completed,295.12
9314,3300,2023-07-03,Completed,601.45
9315,8297,2023-08-25,Cancelled,756.9
9316,2949,2023-02-06,Cancelled,722.52
9317,3918,2023-04-23,Pending,385.41
9318,1280,2023-08-26,Completed,751.24
9319,7757,2023-07-05,Cancelled,992.89
9320,615,2023-05-16,Completed,929.78
9321,6975,2023-12-18,Completed,403.21
9322,7976,2023-01-25,Pending,596.3
9323,4047,2023-05-16,Completed,958.33
9324,4638,2023-10-03,Cancelled,421.0
9325,6365,2023-12-23,Pending,806.08
9326,571,2023-05-01,Completed,461.34
9327,7901,2023-10-22,Cancelled,839.02
9328,7924,2023-03-23,Cancelled,306.14
9329,7715,2023-11-20,Cancelled,236.72
9330,8286,2023-09-11,Cancelled,623.53
9331,2644,2023-09-05,Cancelled,619.78
9332,4337,2023-05-06,Cancelled,424.5
9333,36,2023-01-31,Completed,530.88
9334,5390,2023-06-04,Cancelled,482.65
9335,7503,2023-03-02,Cancelled,927.58
9336,1129,2023-12-09,Pending,209.17
9337,2569,2023-04-29,Completed,517.54
9338,1500,2023-11-04,Completed,677.51
9339,2745,2023-04-14,Cancelled,885.99
9340,8641,2023-10-17,Cancelled,875.04
9341,3473,2023-01-14,Cancelled,983.69
9342,2924,2023-04-29,Pending,471.1
9343,2182,2023-06-30,Cancelled,758.43
9344,640,2023-03-02,Completed,762.65
9345,6817,2023-04-07,Pending,588.87
9346,1759,2023-08-13,Completed,465.97
9347,1494,2023-12-18,Cancelled,929.45
9348,7365,2023-05-24,Cancelled,608.07
9349,5139,2023-02-14,Pending,383.53
9350,1842,2023-06-16,Pending,652.29
9351,1780,2023-10-31,Pending,385.39
9352,4529,2023-02-12,Cancelled,671.1
9353,8525,2023-08-20,Completed,366.8
9354,160,2023-06-27,Completed,230.85
9355,8550,2023-12-06,Completed,510.23
9356,255,2023-04-02,Pending,162.74
9357,7913,2023-06-21,Pending,259.51
9358,2588,2023-09-22,Cancelled,306.14
9359,8791,2023-03-27,Cancelled,539.36
9360,4030,2023-11-06,Cancelled,263.1
9361,5446,2023-10-31,Completed,867.59
9362,2605,2023-09-28,Completed,902.17
9363,505,2023-12-28,Completed,390.38
9364,5356,2023-09-24,Pending,266.49
9365,143,2023-08-28,Completed,218.53
9366,6363,2023-12-25,Completed,669.42
9367,8561,2023-09-18,Completed,887.49
9368,4454,2023-09-02,Cancelled,590.57
9369,4976,2023-11-13,Cancelled,816.3
9370,5804,2023-08-01,Completed,404.36
9371,8155,2023-09-19,Completed,580.9
9372,5208,2023-04-08,Pending,402.87
9373,5097,2023-02-25,Completed,142.55
9374,6886,2023-09-12,Cancelled,546.1
9375,3840,2023-08-15,Completed,709.73
9376,5726,2023-04-22,Pending,888.66
9377,9117,2023-08-28,Completed,329.09
9378,9352,2023-04-07,Pending,621.48
9379,6432,2023-12-18,Completed,447.49
9380,6037,2023-12-08,Completed,923.53
9381,9297,2023-05-21,Cancelled,132.39
9382,3772,2023-04-09,Pending,266.43
9383,5323,2023-05-16,Cancelled,817.62
9384,9074,2023-07-05,Pending,679.58
9385,6262,2023-12-23,Cancelled,982.15
9386,2812,2023-01-12,Pending,35.22
9387,6139,2023-07-16,Cancelled,837.8
9388,7296,2023-03-17,Pending,125.15
9389,4159,2023-06-02,Completed,267.79
9390,9291,2023-07-05,Cancelled,812.58
9391,3978,2023-08-19,Cancelled,516.56
9392,3181,2023-02-08,Cancelled,723.23
9393,837,2023-08-25,Cancelled,427.79
9394,8550,2023-01-15,Pending,393.75
9395,2700,2023-01-09,Completed,348.2
9396,1718,2023-12-19,Pending,141.88
9397,242,2023-01-22,Cancelled,781.78
9398,7130,2023-05-18,Completed,803.68
9399,2877,2023-02-28,Cancelled,508.9
9400,5621,2023-07-18,Completed,787.31
9401,5434,2023-06-04,Completed,652.2
9402,6575,2023-06-24,Completed,411.12
9403,4543,2023-03-16,Cancelled,261.01
9404,7704,2023-12-10,Pending,433.25
9405,6437,2023-10-21,Pending,580.61
9406,9604,2023-04-01,Completed,72.6
9407,1923,2023-12-28,Pending,117.55
9408,170,2023-11-05,Cancelled,948.94
9409,218,2023-09-24,Cancelled,516.84
9410,4293,2023-08-19,Completed,238.68
9411,3851,2023-12-11,Pending,163.66
